"peak","name","position","identifier","n_raw_ht","n_cor_ht","n_um","n_um_cor","n_b_um1","n_b_um2","n_mean_b_um","p_raw_ht","p_cor_ht","p_um","p_um_cor","p_b_um1","p_b_um2","p_mean_b_um","run_name","run_date","operator"
64,"20180919 M2","1:31","31",0.153,0.154,66.197,62.042,NA,4.155,4.155,0.004,0.001,1.043,0.493,NA,0.55,0.55,"sample_run_2019-03-01","3/1/2019","apimenta_102"
65,"20180919 M3","1:32","32",0.149,0.149,64.276,60.121,NA,4.155,4.155,0.004,0.001,1.052,0.502,NA,0.55,0.55,"sample_run_2019-03-01","3/1/2019","apimenta_102"
66,"20180919 Y1","1:33","33",0.067,0.068,28.376,24.221,NA,4.155,4.155,0.003,0,0.557,0.00700000000000001,NA,0.55,0.55,"sample_run_2019-03-01","3/1/2019","apimenta_102"
67,"20180919 Y2","1:34","34",0.065,0.066,27.661,23.506,NA,4.155,4.155,0.003,0,0.614,0.0639999999999999,NA,0.55,0.55,"sample_run_2019-03-01","3/1/2019","apimenta_102"
68,"20180919 Y3","1:35","35",0.071,0.071,30.004,25.849,NA,4.155,4.155,0.003,0.001,0.806,0.256,NA,0.55,0.55,"sample_run_2019-03-01","3/1/2019","apimenta_102"
69,"20180924 W1","1:36","36",0.084,0.085,35.899,31.744,NA,4.155,4.155,0.003,0.001,1.176,0.626,NA,0.55,0.55,"sample_run_2019-03-01","3/1/2019","apimenta_102"
73,"20180924 W2","1:38","38",0.085,0.086,36.35,32.669,4.155,3.207,3.681,0.003,0.001,1.289,0.6835,0.55,0.661,0.6055,"sample_run_2019-03-01","3/1/2019","apimenta_102"
74,"20180924 W3","1:39","39",0.087,0.088,37.313,33.632,4.155,3.207,3.681,0.003,0.001,1.237,0.6315,0.55,0.661,0.6055,"sample_run_2019-03-01","3/1/2019","apimenta_102"
75,"20180924 M1","1:40","40",0.174,0.174,75.161,71.48,4.155,3.207,3.681,0.004,0.002,2.051,1.4455,0.55,0.661,0.6055,"sample_run_2019-03-01","3/1/2019","apimenta_102"
76,"20180924 M1","1:40","40dup",0.178,0.178,76.931,73.25,4.155,3.207,3.681,0.004,0.002,1.99,1.3845,0.55,0.661,0.6055,"sample_run_2019-03-01","3/1/2019","apimenta_102"
77,"20180924 M2","1:41","41",0.183,0.184,79.257,75.576,4.155,3.207,3.681,0.003,0.001,1.532,0.9265,0.55,0.661,0.6055,"sample_run_2019-03-01","3/1/2019","apimenta_102"
80,"20180924 M3","1:42","42",0.172,0.172,74.302,70.621,4.155,3.207,3.681,0.003,0.001,1.463,0.8575,0.55,0.661,0.6055,"sample_run_2019-03-01","3/1/2019","apimenta_102"
81,"20180926 Y1","1:43","43",0.066,0.067,28.039,24.358,4.155,3.207,3.681,0.003,0.001,0.975,0.3695,0.55,0.661,0.6055,"sample_run_2019-03-01","3/1/2019","apimenta_102"
82,"20180926 Y2","1:44","44",0.065,0.065,27.444,23.763,4.155,3.207,3.681,0.003,0.001,1.33,0.7245,0.55,0.661,0.6055,"sample_run_2019-03-01","3/1/2019","apimenta_102"
83,"20180926 Y3","1:45","45",0.062,0.062,25.928,22.247,4.155,3.207,3.681,0.003,0.001,0.98,0.3745,0.55,0.661,0.6055,"sample_run_2019-03-01","3/1/2019","apimenta_102"
87,"20180917 M3","1:47","47",0.068,0.069,28.835,NA,NA,NA,NA,0.003,0.001,1.457,NA,NA,NA,NA,"sample_run_2019-03-01","3/1/2019","apimenta_102"
88,"20180919 W1","1:48","48",0.071,0.071,29.861,NA,NA,NA,NA,0.003,0.001,1.389,NA,NA,NA,NA,"sample_run_2019-03-01","3/1/2019","apimenta_102"
89,"20180919 W2","1:49","49",0.159,0.159,68.438,NA,NA,NA,NA,0.003,0.002,1.706,NA,NA,NA,NA,"sample_run_2019-03-01","3/1/2019","apimenta_102"
