"peak","name","position","identifier","n_raw_ht","n_cor_ht","n_um","n_um_cor","n_b_um1","n_b_um2","n_mean_b_um","p_raw_ht","p_cor_ht","p_um","p_um_cor","p_b_um1","p_b_um2","p_mean_b_um","run_name","run_date","operator"
59,"20180802 W1","1:32","32",0.07,0.063,28.181,24.257,3.627,4.221,3.924,"2E-3","1E-3",1.527,0.3705,1.128,1.185,1.1565,"sample_run_2018-12-21","12/21/2018","apimenta_096"
60,"20180802 W2","1:33","33",0.065,0.061,26.995,23.071,3.627,4.221,3.924,"2E-3","1E-3",1.529,0.3725,1.128,1.185,1.1565,"sample_run_2018-12-21","12/21/2018","apimenta_096"
61,"20180802 W3","1:34","34",0.065,0.061,27.05,23.126,3.627,4.221,3.924,"2E-3","1E-3",1.536,0.3795,1.128,1.185,1.1565,"sample_run_2018-12-21","12/21/2018","apimenta_096"
62,"20180806 M1","1:35","35",0.18,0.176,79.79,75.866,3.627,4.221,3.924,"3.0000000000000001E-3","2E-3",2.059,0.9025,1.128,1.185,1.1565,"sample_run_2018-12-21","12/21/2018","apimenta_096"
63,"20180806 M2","1:36","36",0.182,0.174,78.793,74.869,3.627,4.221,3.924,"3.0000000000000001E-3","2E-3",2.015,0.8585,1.128,1.185,1.1565,"sample_run_2018-12-21","12/21/2018","apimenta_096"
65,"20180806 M3","1:38","38",0.168,0.166,75.125,71.521,4.221,2.987,3.604,"3.0000000000000001E-3","2E-3",1.973,0.676,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
66,"20180806 W1","1:39","39",0.072,0.063,28.335,24.731,4.221,2.987,3.604,"2E-3","2E-3",1.609,0.312,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
67,"20180806 W2","1:40","40",0.067,0.063,28.13,24.526,4.221,2.987,3.604,"2E-3","2E-3",1.652,0.355,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
68,"20180806 W2","1:40","40dup",0.067,0.063,27.951,24.347,4.221,2.987,3.604,"2E-3","2E-3",1.622,0.325,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
69,"20180806 W3","1:41","41",0.071,0.067,29.897,26.293,4.221,2.987,3.604,"2E-3","2E-3",1.7,0.403,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
72,"20180807 Y1","1:42","42",0.063,0.06,26.826,23.222,4.221,2.987,3.604,"2E-3","1E-3",1.526,0.229,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
73,"20180807 Y2","1:43","43",0.068,0.064,28.553,24.949,4.221,2.987,3.604,"2E-3","1E-3",1.486,0.189,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
74,"20180807 Y3","1:44","44",0.176,0.171,77.712,74.108,4.221,2.987,3.604,"3.0000000000000001E-3","2E-3",2.187,0.89,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
75,"20180809 M1","1:45","45",0.181,0.172,78.099,74.495,4.221,2.987,3.604,"3.0000000000000001E-3","2E-3",2.124,0.827,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
76,"20180809 M2","1:46","46",0.181,0.173,78.411,74.807,4.221,2.987,3.604,"3.0000000000000001E-3","2E-3",2.393,1.096,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
77,"20180809 M3","1:47","47",0.068,0.059,26.459,22.855,4.221,2.987,3.604,"2E-3","2E-3",1.695,0.398,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
78,"20180809 W1","1:48","48",0.063,0.058,26,22.396,4.221,2.987,3.604,"2E-3","2E-3",1.723,0.426,1.185,1.409,1.297,"sample_run_2018-12-21","12/21/2018","apimenta_096"
80,"20180809 W2","1:50","50",0.062,0.059,26.504,23.1545,2.987,3.712,3.3495,"3.0000000000000001E-3","2E-3",1.867,0.354,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
81,"20180809 W2","1:50","50dup",0.063,0.059,26.222,22.8725,2.987,3.712,3.3495,"3.0000000000000001E-3","2E-3",1.909,0.396,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
82,"20180809 W3","1:51","51",0.066,0.062,27.567,24.2175,2.987,3.712,3.3495,"3.0000000000000001E-3","2E-3",2.339,0.826,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
83,"20180813 Y1","1:52","52",0.064,0.06,26.73,23.3805,2.987,3.712,3.3495,"2E-3","2E-3",1.71,0.197,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
84,"20180813 Y2","1:53","53",0.065,0.06,26.973,23.6235,2.987,3.712,3.3495,"2E-3","2E-3",1.703,0.19,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
85,"20180813 Y3","1:54","54",0.147,0.143,64.737,61.3875,2.987,3.712,3.3495,"3.0000000000000001E-3","2E-3",2.286,0.773,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
86,"20180816 M1","1:55","55",0.147,0.14,63.333,59.9835,2.987,3.712,3.3495,"3.0000000000000001E-3","2E-3",2.162,0.649,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
89,"20180816 M2","1:56","56",0.135,0.132,59.841,56.4915,2.987,3.712,3.3495,"4.0000000000000001E-3","3.0000000000000001E-3",3.409,1.896,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
90,"20180816 M3","1:57","57",0.063,0.056,24.893,21.5435,2.987,3.712,3.3495,"3.0000000000000001E-3","2E-3",1.973,0.46,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
91,"20180625 M1","1:58","58",0.085,0.081,36.266,32.9165,2.987,3.712,3.3495,"3.0000000000000001E-3","2E-3",2.022,0.509,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
92,"20180625 M2","1:59","59",0.086,0.081,36.287,32.9375,2.987,3.712,3.3495,"3.0000000000000001E-3","2E-3",1.948,0.435,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
93,"20180625 M3","1:60","60",0.088,0.083,37.138,33.7885,2.987,3.712,3.3495,"3.0000000000000001E-3","2E-3",2.031,0.518,1.409,1.617,1.513,"sample_run_2018-12-21","12/21/2018","apimenta_096"
95,"20180628 W1","2:2","62",0.11,0.108,48.537,45.2415,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",2.048,0.3845,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
96,"20180628 W2","2:3","63",0.113,0.107,48.313,45.0175,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",2.072,0.4085,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
97,"20180628 W3","2:4","64",0.112,0.106,47.806,44.5105,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",2.032,0.3685,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
98,"20180629 Y1","2:5","65",0.075,0.069,30.924,27.6285,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",1.958,0.2945,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
99,"20180629 Y2","2:6","66",0.076,0.071,31.904,28.6085,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",1.897,0.2335,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
100,"20180629 Y3","2:7","67",0.071,0.066,29.561,26.2655,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",1.883,0.2195,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
101,"20180702 M1","2:8","68",0.078,0.073,32.764,29.4685,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",2.036,0.3725,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
102,"20180702 M2","2:9","69",0.084,0.079,35.541,32.2455,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",2.115,0.4515,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
103,"20180702 M3","2:10","70",0.078,0.073,32.775,29.4795,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",2.106,0.4425,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
106,"20180702 W1","2:11","71",0.092,0.089,40.149,36.8535,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",2.113,0.4495,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
107,"20180702 W2","2:12","72",0.092,0.087,38.917,35.6215,3.712,2.879,3.2955,"3.0000000000000001E-3","2E-3",2.461,0.7975,1.617,1.71,1.6635,"sample_run_2018-12-21","12/21/2018","apimenta_096"
109,"20180702 W3","2:14","74",0.088,0.086,38.591,35.484,2.879,3.335,3.107,"3.0000000000000001E-3","2E-3",1.966,0.178,1.71,1.866,1.788,"sample_run_2018-12-21","12/21/2018","apimenta_096"
110,"20180705 Y1","2:15","75",0.065,0.06,26.763,23.656,2.879,3.335,3.107,"3.0000000000000001E-3","2E-3",1.933,0.145,1.71,1.866,1.788,"sample_run_2018-12-21","12/21/2018","apimenta_096"
111,"20180705 Y2","2:16","76",0.065,0.061,27.279,24.172,2.879,3.335,3.107,"3.0000000000000001E-3","2E-3",1.882,0.0939999999999999,1.71,1.866,1.788,"sample_run_2018-12-21","12/21/2018","apimenta_096"
112,"20180705 Y3","2:17","77",0.065,0.061,27.091,23.984,2.879,3.335,3.107,"3.0000000000000001E-3","2E-3",1.99,0.202,1.71,1.866,1.788,"sample_run_2018-12-21","12/21/2018","apimenta_096"
113,"20180709 M1","2:18","78",0.09,0.085,38.348,35.241,2.879,3.335,3.107,"3.0000000000000001E-3","2E-3",2.345,0.557,1.71,1.866,1.788,"sample_run_2018-12-21","12/21/2018","apimenta_096"
114,"20180709 M2","2:19","79",0.104,0.099,44.659,41.552,2.879,3.335,3.107,"3.0000000000000001E-3","3.0000000000000001E-3",2.731,0.943,1.71,1.866,1.788,"sample_run_2018-12-21","12/21/2018","apimenta_096"
115,"20180709 M3","2:20","80",0.083,0.077,34.565,31.458,2.879,3.335,3.107,"3.0000000000000001E-3","2E-3",2.272,0.484,1.71,1.866,1.788,"sample_run_2018-12-21","12/21/2018","apimenta_096"
116,"20180709 W1","2:21","81",0.072,0.067,30.163,27.056,2.879,3.335,3.107,"3.0000000000000001E-3","2E-3",2.213,0.425,1.71,1.866,1.788,"sample_run_2018-12-21","12/21/2018","apimenta_096"
117,"20180709 W2","2:22","82",0.071,0.067,29.793,26.686,2.879,3.335,3.107,"3.0000000000000001E-3","2E-3",2.185,0.397,1.71,1.866,1.788,"sample_run_2018-12-21","12/21/2018","apimenta_096"
118,"20180709 W3","2:23","83",0.08,0.076,33.912,30.805,2.879,3.335,3.107,"3.0000000000000001E-3","2E-3",2.257,0.469,1.71,1.866,1.788,"sample_run_2018-12-21","12/21/2018","apimenta_096"
