"peak","name","position","identifier","n_raw_ht","n_cor_ht","n_um","n_um_cor","n_b_um1","n_b_um2","n_mean_b_um","p_raw_ht","p_cor_ht","p_um","p_um_cor","p_b_um1","p_b_um2","p_mean_b_um","run_name","run_date","operator"
42,"20180820 W2","1:17","17",0.058,0.055,23.267,20.0605,3.137,3.276,3.2065,0.017,0.016,17.126,16.5685,0.517,0.598,0.5575,"sample_run_2019-03-26","3/26/2019","apimenta_109"
43,"20180820 W3","1:18","18",0.045,0.042,17.812,14.6055,3.137,3.276,3.2065,0.004,0.003,3.189,2.6315,0.517,0.598,0.5575,"sample_run_2019-03-26","3/26/2019","apimenta_109"
44,"20180820 Y1","1:19","19",0.062,0.059,25.273,22.0665,3.137,3.276,3.2065,0.002,0.001,0.832,0.2745,0.517,0.598,0.5575,"sample_run_2019-03-26","3/26/2019","apimenta_109"
47,"20180820 Y2","1:20","20",0.044,0.042,17.573,14.3665,3.137,3.276,3.2065,0.001,0.001,0.751,0.1935,0.517,0.598,0.5575,"sample_run_2019-03-26","3/26/2019","apimenta_109"
48,"20180820 Y2","1:20","20dup",0.044,0.042,17.526,14.3195,3.137,3.276,3.2065,0.001,0.001,0.728,0.1705,0.517,0.598,0.5575,"sample_run_2019-03-26","3/26/2019","apimenta_109"
49,"20180820 Y3","1:21","21",0.047,0.044,18.696,15.4895,3.137,3.276,3.2065,0.002,0.001,0.824,0.2665,0.517,0.598,0.5575,"sample_run_2019-03-26","3/26/2019","apimenta_109"
50,"20180823 W1","1:22","22",0.049,0.046,19.349,16.1425,3.137,3.276,3.2065,0.002,0.001,0.967,0.4095,0.517,0.598,0.5575,"sample_run_2019-03-26","3/26/2019","apimenta_109"
51,"20180823 W2","1:23","23",0.05,0.047,19.676,16.4695,3.137,3.276,3.2065,0.002,0.001,1.113,0.5555,0.517,0.598,0.5575,"sample_run_2019-03-26","3/26/2019","apimenta_109"
52,"20180823 W3","1:24","24",0.054,0.051,21.431,18.2245,3.137,3.276,3.2065,0.002,0.001,1.253,0.6955,0.517,0.598,0.5575,"sample_run_2019-03-26","3/26/2019","apimenta_109"
54,"20180823 M1","1:26","26",0.104,0.102,43.76,40.6885,3.276,2.867,3.0715,0.002,0.001,1.111,0.4735,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
55,"20180823 M2","1:27","27",0.104,0.1,42.86,39.7885,3.276,2.867,3.0715,0.002,0.001,1.308,0.6705,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
56,"20180823 M3","1:28","28",0.129,0.125,53.661,50.5895,3.276,2.867,3.0715,0.002,0.001,1.424,0.7865,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
61,"20180827 W1","1:29","29",0.045,0.042,17.786,14.7145,3.276,2.867,3.0715,0.002,0.001,1.31,0.6725,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
62,"20180827 W2","1:30","30",0.045,0.042,17.612,14.5405,3.276,2.867,3.0715,0.002,0.001,1.189,0.5515,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
63,"20180827 W2","1:30","30dup",0.045,0.042,17.66,14.5885,3.276,2.867,3.0715,0.002,0.001,1.332,0.6945,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
64,"20180827 W3","1:31","31",0.045,0.042,17.693,14.6215,3.276,2.867,3.0715,0.002,0.001,1.265,0.6275,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
65,"20180827 M1","1:32","32",0.12,0.117,50.167,47.0955,3.276,2.867,3.0715,0.002,0.001,1.542,0.9045,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
66,"20180827 M2","1:33","33",0.12,0.115,49.474,46.4025,3.276,2.867,3.0715,0.002,0.001,1.616,0.9785,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
67,"20180827 M3","1:34","34",0.116,0.111,47.788,44.7165,3.276,2.867,3.0715,0.002,0.001,1.596,0.9585,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
68,"20180829 W1","1:35","35",0.051,0.047,19.933,16.8615,3.276,2.867,3.0715,0.002,0.001,1.179,0.5415,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
69,"20180829 W2","1:36","36",0.043,0.04,16.698,13.6265,3.276,2.867,3.0715,0.002,0.001,1.119,0.4815,0.598,0.677,0.6375,"sample_run_2019-03-26","3/26/2019","apimenta_109"
73,"20180829 W3","1:38","38",0.042,0.041,17.123,14.548,2.867,2.283,2.575,0.002,0.001,1.051,0.5835,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
74,"20180829 M1","1:39","39",0.136,0.133,57.293,54.718,2.867,2.283,2.575,0.003,0.002,1.659,1.1915,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
75,"20180829 M2","1:40","40",0.124,0.119,51.084,48.509,2.867,2.283,2.575,0.002,0.001,1.386,0.9185,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
76,"20180829 M2","1:40","40dup",0.123,0.119,51.014,48.439,2.867,2.283,2.575,0.003,0.001,1.377,0.9095,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
77,"20180829 M3","1:41","41",0.121,0.117,50.197,47.622,2.867,2.283,2.575,0.003,0.001,1.382,0.9145,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
80,"20180830 Y1","1:42","42",0.045,0.043,18.241,15.666,2.867,2.283,2.575,0.002,0.001,0.655,0.1875,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
81,"20180830 Y2","1:43","43",0.044,0.041,17.284,14.709,2.867,2.283,2.575,0.002,0,0.524,0.0565,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
82,"20180830 Y3","1:44","44",0.057,0.054,23.036,20.461,2.867,2.283,2.575,0.002,0.001,0.601,0.1335,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
83,"20180904 W1","1:45","45",0.051,0.048,20.18,17.605,2.867,2.283,2.575,0.002,0.001,0.867,0.3995,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
84,"20180904 W2","1:46","46",0.05,0.047,19.915,17.34,2.867,2.283,2.575,0.002,0.001,0.921,0.4535,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
87,"20180904 W3","1:47","47",0.053,0.051,21.802,19.227,2.867,2.283,2.575,0.002,0.001,0.952,0.4845,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
88,"20180904 M1","1:48","48",0.135,0.132,56.686,54.111,2.867,2.283,2.575,0.003,0.001,1.272,0.8045,0.677,0.258,0.4675,"sample_run_2019-03-26","3/26/2019","apimenta_109"
90,"20180904 M2","1:50","50",0.138,0.136,58.618,56.2445,2.283,2.464,2.3735,0.003,0.001,1.467,1.0055,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
91,"20180904 M2","1:50","50dup",0.14,0.135,58.072,55.6985,2.283,2.464,2.3735,0.003,0.001,1.441,0.9795,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
92,"PO4 6.25 uM","SR:16","PO4 check",0.018,0.013,5.237,2.8635,2.283,2.464,2.3735,0.008,0.007,7.405,6.9435,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
93,"20180904 M3","1:51","51",0.12,0.118,50.753,48.3795,2.283,2.464,2.3735,0.002,0.001,1.323,0.8615,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
94,"20180917 M2","1:52","52",0.119,0.114,49.183,46.8095,2.283,2.464,2.3735,0.003,0.001,1.462,1.0005,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
95,"20180917 M3","1:53","53",0.119,0.115,49.411,47.0375,2.283,2.464,2.3735,0.002,0.001,1.263,0.8015,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
96,"20180917 W1","1:54","54",0.043,0.038,16.186,13.8125,2.283,2.464,2.3735,0.002,0.001,1.086,0.6245,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
101,"20180919 W1","1:55","55",0.051,0.049,20.832,18.4585,2.283,2.464,2.3735,0.002,0.001,0.944,0.4825,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
102,"20180919 W2","1:56","56",0.049,0.047,19.766,17.3925,2.283,2.464,2.3735,0.002,0.001,0.882,0.4205,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
103,"20180919 W3","1:57","57",0.05,0.048,20.176,17.8025,2.283,2.464,2.3735,0.002,0.001,1.058,0.5965,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
104,"20180924 W1","1:58","58",0.065,0.062,26.388,24.0145,2.283,2.464,2.3735,0.002,0.001,1.088,0.6265,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
105,"20180924 W1","1:58","58 dup",0.065,0.062,26.427,24.0535,2.283,2.464,2.3735,0.002,0.001,1.112,0.6505,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
106,"20170802 W2","1:59","59",0.043,0.04,16.734,14.3605,2.283,2.464,2.3735,0.002,0.001,0.962,0.5005,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
107,"20180820 W1","1:60","60",0.047,0.045,19.017,16.6435,2.283,2.464,2.3735,0.012,0.011,11.062,10.6005,0.258,0.665,0.4615,"sample_run_2019-03-26","3/26/2019","apimenta_109"
109,"20180820 W2","2:2","62",0.053,0.052,21.954,19.515,2.464,2.414,2.439,0.019,0.018,18.925,18.2175,0.665,0.75,0.7075,"sample_run_2019-03-26","3/26/2019","apimenta_109"
110,"20180820 W3","2:3","63",0.042,0.039,16.561,14.122,2.464,2.414,2.439,0.004,0.003,3.611,2.9035,0.665,0.75,0.7075,"sample_run_2019-03-26","3/26/2019","apimenta_109"
113,"20180823 M1","2:4","64",0.097,0.095,40.785,38.346,2.464,2.414,2.439,0.002,0.001,1.472,0.7645,0.665,0.75,0.7075,"sample_run_2019-03-26","3/26/2019","apimenta_109"
