"peak","name","position","identifier","n_raw_ht","n_cor_ht","n_um","n_um_cor","n_b_um1","n_b_um2","n_mean_b_um","p_raw_ht","p_cor_ht","p_um","p_um_cor","p_b_um1","p_b_um2","p_mean_b_um","run_name","run_date","operator"
45,"20170824 Y3","1:16","16",0.072,0.068,30.323,24.4465,5.727,6.026,5.8765,0.001,0.002,2.07,1.2915,0.703,0.854,0.7785,"sample_run_2019-03-19","3/19/2019","apimenta_107"
46,"20170824 W1","1:17","17",0.157,0.153,68.636,62.7595,5.727,6.026,5.8765,-0.003,-0.002,-1.875,-2.6535,0.703,0.854,0.7785,"sample_run_2019-03-19","3/19/2019","apimenta_107"
47,"20170824 W2","1:18","18",0.157,0.15,67.089,61.2125,5.727,6.026,5.8765,-0.002,-0.001,-0.645,-1.4235,0.703,0.854,0.7785,"sample_run_2019-03-19","3/19/2019","apimenta_107"
50,"20170824 W3","1:19","19",0.153,0.15,67.442,61.5655,5.727,6.026,5.8765,0,0.002,1.801,1.0225,0.703,0.854,0.7785,"sample_run_2019-03-19","3/19/2019","apimenta_107"
51,"20170828 Y1","1:20","20",0.077,0.07,31.305,25.4285,5.727,6.026,5.8765,0,0.001,1.094,0.3155,0.703,0.854,0.7785,"sample_run_2019-03-19","3/19/2019","apimenta_107"
52,"20170828 Y1","1:20","20dup",0.074,0.069,30.741,24.8645,5.727,6.026,5.8765,0,0.001,1.12,0.3415,0.703,0.854,0.7785,"sample_run_2019-03-19","3/19/2019","apimenta_107"
53,"20170828 Y2","1:21","21",0.072,0.068,30.089,24.2125,5.727,6.026,5.8765,0,0.001,0.997,0.2185,0.703,0.854,0.7785,"sample_run_2019-03-19","3/19/2019","apimenta_107"
54,"20170828 Y3","1:22","22",0.072,0.068,30.112,24.2355,5.727,6.026,5.8765,0,0.001,1.027,0.2485,0.703,0.854,0.7785,"sample_run_2019-03-19","3/19/2019","apimenta_107"
57,"20170828 W1","1:23","23",0.155,0.153,68.748,62.8715,5.727,6.026,5.8765,0,0.002,1.572,0.7935,0.703,0.854,0.7785,"sample_run_2019-03-19","3/19/2019","apimenta_107"
58,"20170828 W2","1:24","24",0.16,0.153,68.458,62.5815,5.727,6.026,5.8765,0.001,0.002,1.816,1.0375,0.703,0.854,0.7785,"sample_run_2019-03-19","3/19/2019","apimenta_107"
60,"20170828 W3","1:26","26",0.159,0.157,70.316,64.5905,6.026,5.425,5.7255,0,0.002,1.603,0.776,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
61,"NO3 100 uM","SR:15","NO3 check",0.231,0.224,100.671,94.9455,6.026,5.425,5.7255,0,0.001,0.728,-0.099,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
62,"PO4 6.25 uM","SR:16","PO4 check",0.03,0.02,8.616,2.8905,6.026,5.425,5.7255,0.006,0.007,6.914,6.087,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
63,"20170830 Y1","1:27","27",0.068,0.065,29.046,23.3205,6.026,5.425,5.7255,0,0.001,1.117,0.29,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
64,"20170830 Y2","1:28","28",0.068,0.064,28.436,22.7105,6.026,5.425,5.7255,0,0.001,1.022,0.195,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
65,"20170830 Y3","1:29","29",0.069,0.064,28.526,22.8005,6.026,5.425,5.7255,0,0.001,0.966,0.139,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
66,"20170830 W1","1:30","30",0.147,0.142,63.813,58.0875,6.026,5.425,5.7255,0,0.001,1.403,0.576,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
71,"20170830 W1","1:30","30dup",0.144,0.141,63.366,57.6405,6.026,5.425,5.7255,0.001,0.002,1.611,0.784,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
72,"20170830 W2","1:31","31",0.152,0.145,64.868,59.1425,6.026,5.425,5.7255,0,0.001,1.513,0.686,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
73,"20170830 W3","1:32","32",0.149,0.142,63.595,57.8695,6.026,5.425,5.7255,0,0.001,1.54,0.713,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
74,"20170905 Y1","1:33","33",0.075,0.068,30.354,24.6285,6.026,5.425,5.7255,0,0.001,0.945,0.118,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
75,"20170905 Y2","1:34","34",0.072,0.068,30.163,24.4375,6.026,5.425,5.7255,0,0.001,1.001,0.174,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
76,"20170905 Y3","1:35","35",0.065,0.061,26.99,21.2645,6.026,5.425,5.7255,0,0.001,1.003,0.176,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
77,"20170905 W1","1:36","36",0.141,0.137,61.412,55.6865,6.026,5.425,5.7255,0,0.001,1.478,0.651,0.854,0.8,0.827,"sample_run_2019-03-19","3/19/2019","apimenta_107"
79,"20170905 W2","1:38","38",0.14,0.137,61.654,57.6,5.425,2.683,4.054,0,0.001,1.421,0.657,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
80,"20170905 W3","1:39","39",0.155,0.148,66.314,62.26,5.425,2.683,4.054,0.001,0.002,1.803,1.039,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
83,"20170907 Y2","1:40","40",0.067,0.065,28.872,24.818,5.425,2.683,4.054,0,0.001,1.001,0.237,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
84,"20170907 Y2","1:40","40dup",0.069,0.065,28.917,24.863,5.425,2.683,4.054,0,0.001,0.992,0.228,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
85,"20170907 Y1","1:41","41",0.066,0.062,27.386,23.332,5.425,2.683,4.054,0,0.001,1.024,0.26,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
86,"20170907 Y3","1:42","42",0.066,0.062,27.588,23.534,5.425,2.683,4.054,0,0.001,0.995,0.231,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
87,"20170907 W1","1:43","43",0.15,0.145,65.087,61.033,5.425,2.683,4.054,0.001,0.002,1.557,0.793,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
90,"20170907 W2","1:44","44",0.146,0.143,64.06,60.006,5.425,2.683,4.054,0.001,0.002,1.674,0.91,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
91,"20170907 W3","1:45","45",0.151,0.144,64.415,60.361,5.425,2.683,4.054,0.001,0.001,1.477,0.713,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
92,"20170912 Y1","1:46","46",0.07,0.062,27.784,23.73,5.425,2.683,4.054,0,0.001,1.036,0.272,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
93,"20170912 Y2","1:47","47",0.067,0.062,27.521,23.467,5.425,2.683,4.054,0,0.001,1.032,0.268,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
94,"20170912 Y3","1:48","48",0.067,0.062,27.475,23.421,5.425,2.683,4.054,0,0.001,0.985,0.221,0.8,0.728,0.764,"sample_run_2019-03-19","3/19/2019","apimenta_107"
98,"20170912 W1","1:50","50",0.141,0.137,61.59,58.527,2.683,3.443,3.063,0.001,0.001,1.457,0.6955,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
99,"20170912 W1","1:50","50dup",0.151,0.143,64.213,61.15,2.683,3.443,3.063,0.001,0.002,1.597,0.8355,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
100,"20170912 W2","1:51","51",0.156,0.148,66.567,63.504,2.683,3.443,3.063,0.001,0.002,1.786,1.0245,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
101,"20170912 W3","1:52","52",0.16,0.152,68.072,65.009,2.683,3.443,3.063,0.001,0.002,1.752,0.9905,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
102,"20170914 Y1","1:53","53",0.073,0.064,28.626,25.563,2.683,3.443,3.063,0.001,0.001,1.169,0.4075,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
103,"20170914 Y2","1:54","54",0.069,0.064,28.44,25.377,2.683,3.443,3.063,0,0.001,1.149,0.3875,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
104,"20170914 Y3","1:55","55",0.07,0.065,28.804,25.741,2.683,3.443,3.063,0,0.001,1.147,0.3855,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
105,"20170824 Y1","1:56","56",0.075,0.069,30.874,27.811,2.683,3.443,3.063,0,0.001,1.003,0.2415,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
106,"20170824 Y2","1:57","57",0.076,0.071,31.422,28.359,2.683,3.443,3.063,0,0,0.461,-0.3005,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
111,"20170824 Y3","1:58","58",0.075,0.071,31.515,28.452,2.683,3.443,3.063,0.001,0.001,1.206,0.4445,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
112,"20170824 W1","1:59","59",0.166,0.16,71.792,68.729,2.683,3.443,3.063,0.001,0.002,1.793,1.0315,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
113,"20170824 W2","1:60","60",0.168,0.159,71.431,68.368,2.683,3.443,3.063,0.001,0.002,1.754,0.9925,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
114,"20170824 W2","1:60","60dup",0.166,0.157,70.536,67.473,2.683,3.443,3.063,0.001,0.002,1.777,1.0155,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
115,"20170824 W3","2:1","61",0.168,0.159,71.222,68.159,2.683,3.443,3.063,0.001,0.002,1.774,1.0125,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
116,"20170907 W1","2:2","62",0.165,0.156,69.846,66.783,2.683,3.443,3.063,0.001,0.002,1.652,0.8905,0.728,0.795,0.7615,"sample_run_2019-03-19","3/19/2019","apimenta_107"
