"peak","name","position","identifier","n_raw_ht","n_cor_ht","n_um","n_um_cor","n_b_um1","n_b_um2","n_mean_b_um","p_raw_ht","p_cor_ht","p_um","p_um_cor","p_b_um1","p_b_um2","p_mean_b_um","run_name","run_date","operator"
42,"20181024 Y3","1:17","17",0.086,0.08,33.527,28.5655,6.609,3.314,4.9615,0.002,0.001,1.127,0.394,0.799,0.667,0.733,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
43,"20181030 W1","1:18","18",0.135,0.129,54.746,49.7845,6.609,3.314,4.9615,0.002,0.001,1.233,0.5,0.799,0.667,0.733,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
44,"20181030 W2","1:19","19",0.135,0.129,54.487,49.5255,6.609,3.314,4.9615,0.002,0.001,1.281,0.548,0.799,0.667,0.733,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
47,"20181030 W3","1:20","20",0.134,0.128,54.157,49.1955,6.609,3.314,4.9615,0.002,0.001,1.316,0.583,0.799,0.667,0.733,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
48,"20181030 W3","1:20","20dup",0.138,0.131,55.581,50.6195,6.609,3.314,4.9615,0.002,0.001,1.397,0.664,0.799,0.667,0.733,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
49,"20181030 M1","1:21","21",0.161,0.154,65.339,60.3775,6.609,3.314,4.9615,0.002,0.001,1.162,0.429,0.799,0.667,0.733,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
50,"20181030 M2","1:22","22",0.173,0.167,70.704,65.7425,6.609,3.314,4.9615,0.002,0.001,1.41,0.677,0.799,0.667,0.733,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
51,"20181030 M3","1:23","23",0.176,0.169,71.735,66.7735,6.609,3.314,4.9615,0.002,0.001,1.314,0.581,0.799,0.667,0.733,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
52,"20181031 Y1","1:24","24",0.082,0.075,31.383,26.4215,6.609,3.314,4.9615,0.002,0.001,1.025,0.292,0.799,0.667,0.733,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
54,"20181031 Y2","1:26","26",0.085,0.078,32.544,28.8195,3.314,4.135,3.7245,0.002,0.001,1.241,0.548,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
55,"20181031 Y3","1:27","27",0.076,0.069,28.862,25.1375,3.314,4.135,3.7245,0.002,0.001,1.067,0.374,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
56,"20181108 W1","1:28","28",0.129,0.122,51.429,47.7045,3.314,4.135,3.7245,0.002,0.001,1.294,0.601,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
61,"20181108 W2","1:29","29",0.127,0.119,50.42,46.6955,3.314,4.135,3.7245,0.002,0.001,1.355,0.662,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
62,"20181108 W3","1:30","30",0.13,0.121,51.287,47.5625,3.314,4.135,3.7245,0.002,0.001,1.305,0.612,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
63,"20181108 W3","1:30","30dup",0.13,0.121,51.327,47.6025,3.314,4.135,3.7245,0.002,0.001,1.337,0.644,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
64,"20181108 M1","1:31","31",0.164,0.155,65.664,61.9395,3.314,4.135,3.7245,0.002,0.001,1.241,0.548,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
65,"20181108 M3","1:32","32",0.184,0.175,74.212,70.4875,3.314,4.135,3.7245,0.003,0.002,1.707,1.014,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
66,"20181203 W1","1:33","33",0.14,0.131,55.494,51.7695,3.314,4.135,3.7245,0.002,0.001,1.294,0.601,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
67,"20181203 W2","1:34","34",0.139,0.13,55.078,51.3535,3.314,4.135,3.7245,0.002,0.001,1.247,0.554,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
68,"20181203 W3","1:35","35",0.143,0.133,56.367,52.6425,3.314,4.135,3.7245,0.002,0.001,1.229,0.536,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
69,"20181203 M1","1:36","36",0.165,0.155,65.729,62.0045,3.314,4.135,3.7245,0.002,0.001,1.096,0.403,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
70,"20181203 M2","1:37","37",0.18,0.171,72.401,68.6765,3.314,4.135,3.7245,0.003,0.001,1.483,0.79,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
73,"20181203 M3","1:38","38",0.162,0.152,64.37,60.6455,3.314,4.135,3.7245,0.002,0.001,1.075,0.382,0.667,0.719,0.693,"sample_run_2019-03-07","3/7/2019","apimenta_104 LC"
